sales_year,city_category,product_id,product_name,total_quantity,total_amount_dollars
2021,B,P00006442,"Bookshelf 76",27,96660
2021,B,P00155342,"Lawn Mower 57",0,0
2021,B,P00189242,"Body Lotion 97",12,23424
2021,B,P00252942,"Cello 7",14,89152
2021,B,P00190342,"Cufflinks 80",14,49224
2021,B,P00169442,"Pasta 80",9,37350
2021,B,P00187942,"Allergy Medicine 65",0,0
2021,B,P00020242,"Lawn Mower 39",4,23576
2021,B,P00325742,"Ottoman 107",14,94108
2021,B,P00355642,"Nail Polish 78",5,42615
2021,B,P00117542,"Camera 59",10,23140
2021,B,P00130742,"Washing Machine 38",18,138708
2021,B,P00024142,"Car Jack 26",4,38876
2021,B,P00127242,"Dress 57",44,350372
2021,B,P00209742,"Espadrilles 49",14,106974
2021,B,P00160042,"Lego Set 59",0,0
2021,B,P00042342,"Garden Fork 48",8,33088
2021,B,P00016542,"Biography 74",9,107433
2021,B,P00016742,"Windshield Wiper 74",9,34785
2021,B,P00227642,"Face Wash 27",27,107676
2021,B,P00146142,"Orange 13",4,45872
2021,B,P00070542,"Pajamas 101",18,193032
2021,B,P00129842,"Toy Robot 103",8,130448
2021,B,P00243942,"Hamster Wheel 70",33,255783
2021,B,P00246742,"Orange 31",16,26064
2021,B,P00310142,"Hair Straightener 33",9,31707
2021,B,P00244142,"Poetry 66",12,97764
2021,B,P00085442,"Cufflinks 26",17,17969
2021,B,P00190142,"Action Camera 15",40,337440
2021,B,P00109242,"Guitar 0",24,290976
2021,B,P00089342,"Recliner 27",7,55468
2021,B,P00288542,"Sandals 92",12,95196
2021,B,P00212242,"Brake Pads 79",14,109340
2021,B,P00319342,"Tablet 38",24,82608
2021,B,P00302942,"Bird Feeder 67",5,38980
2021,B,P00145942,"Notebook 36",4,49844
2021,B,P00026342,"Juice 99",7,54740
2021,B,P00148842,"Oxfords 80",6,75936
2021,B,P00212142,"Eye Cream 28",6,34956
2021,B,P00085042,"Dog Food 90",24,124296
2021,B,P00182342,"Stapler 58",16,183824
2021,B,P00255542,"Garlic 107",14,51254
2021,B,P00065042,"Pajamas 29",6,30966
2021,B,P00349242,"Tomatoes 14",0,0
2021,B,P00275842,"Pet Water Fountain 89",30,107070
2021,B,P00110742,"Blood Pressure Monitor 59",36,423144
2021,B,P00117642,"Lego Set 5",0,0
2021,B,P00114142,"Garden Rake 41",30,177930
2021,B,P00119142,"Banjo 30",44,238612
2021,B,P00280742,"Golf Clubs 45",16,259488
2021,B,P00271142,"Toy Train 26",28,96432
2021,B,P00348242,"Pet Shampoo 26",2,15606
2021,B,P00003942,"VR Headset 32",11,38742
2021,B,P00151742,"Tennis Racket 55",21,84630
2021,B,P00050642,"Boots 91",21,269850
2021,B,P00114742,"Surfboard 70",9,53091
2021,B,P00113942,"Cabinet 32",5,19965
2021,B,P00120942,"Dresser 11",19,147440
2021,B,P00083842,"Cricket Bat 103",1,6943
2021,B,P00317842,"Body Lotion 7",4,23740
2021,B,P00030642,"Rice Cooker 14",7,42987
2021,B,P00273642,"Essay Collection 107",14,135730
2021,B,P00002542,"Children's Book 87",21,85512
2021,B,P00331642,"Pasta 8",23,9108
2021,B,P00331242,"Cricket Bat 85",7,10024
2021,B,P00050242,"Hat 107",18,141552
2021,B,P00131942,"Bed 56",10,87840
2021,B,P00207942,"Laptop 37",14,230692
2021,B,P00059142,"Blush 70",14,109382
2021,B,P0099342,"Ukulele 52",11,22132
2021,B,P00304142,"Hand Sanitizer 58",13,68887
2021,B,P00184742,"Ankle Boots 52",14,63588
2021,B,P00345742,"Self-Help 7",24,192192
2021,B,P00030942,"Digestive Enzyme 49",9,12510
2021,B,P00259842,"Sofa 36",0,0
2021,B,P00157942,"File Folder 63",5,40345
2021,B,P00288342,"Suit 62",6,48828
2021,B,P00299442,"Pet Carrier 9",3,24792
2021,B,P00171342,"Antacid 64",1,580
2021,B,P00013642,"Coffee Table 8",2,15750
2021,B,P00018842,"Bird Feeder 49",3,11829
2021,B,P00217442,"Plush Toy 6",0,0
2021,B,P00000442,"RC Car 82",4,20712
2021,B,P00156442,"Docking Station 34",0,0
2021,B,P0096642,"Pendant 24",11,108185
2021,B,P00135842,"Body Scrub 86",3,11277
2021,B,P0094442,"Steering Wheel 13",12,36948
2021,B,P00176842,"Cat Litter 37",7,9597
2021,B,P00123142,"Garlic 71",14,24668
2021,B,P00179842,"VR Headset 50",1,1709
2021,B,P0096142,"Wireless Charger 67",31,250108
2021,B,P00111242,"Gaming Chair 40",3,45795
2021,B,P00192942,"Whiteboard 83",33,124113
2021,B,P00126142,"Cabinet 14",28,164920
2021,B,P00219842,"Marbles 51",20,142440
2021,B,P00046142,"Fertilizer 55",5,76965
2021,B,P00328142,"Loafers 21",8,34024
2021,B,P00114842,"Power Supply 35",7,48258
2021,B,P00219242,"Sunscreen 84",11,8921
2021,B,P0095842,"TV Stand 64",9,73962
2021,B,P00256042,"Tire Pressure Gauge 15",13,155961
2021,B,P00201342,"Dog Collar 100",22,176264
2021,B,P00124242,"Game Disc 92",6,9522
2021,B,P00078142,"Skirt 78",2,7774
2021,B,P00265542,"Suit 98",10,54330
2021,B,P00236542,"Bluetooth Speaker 82",13,29328
2021,B,P00353542,"Dishwasher 62",4,7932
2021,B,P00319242,"Console 18",11,24057
2021,B,P00174142,"Hockey Stick 48",21,65247
2021,B,P00311942,"Garden Hose 18",5,33260
2021,B,P00197142,"Kayak 89",7,49385
2021,B,P00065242,"Toy Car 94",5,17850
2021,B,P00289942,"Portable Hard Drive 52",24,195504
2021,B,P00199342,"Brake Pads 97",14,93828
2021,B,P00349942,"Cabinet 50",15,122175
2021,B,P00044942,"Loafers 57",6,26988
2021,B,P00191042,"Marbles 33",8,64048
2021,B,P00261842,"Food Processor 102",7,44569
2021,B,P00004542,"Ear Plugs 70",0,0
2021,B,P00196542,"Lipstick 54",16,31088
2021,B,P00298942,"Ottoman 53",12,93600
2021,B,P00126842,"Cheese 10",3,24096
2021,B,P00044542,"Shoe Rack 52",8,32728
2021,B,P00194342,"Chair 3",18,96894
2021,B,P00142142,"Cheese 100",31,140430
2021,B,P00173042,"Romance 98",26,14820
2021,B,P00120542,"Board Game 20",2,11760
2021,B,P00288242,"Historical Fiction 28",12,83640
2021,B,P00233442,"Cello 79",2,15282
2021,B,P00233742,"Fertilizer 37",13,56732
2021,B,P00129542,"VR Headset 79",18,105102
2021,B,P00367242,"Power Supply 107",14,44282
2021,B,P00106042,"Clarinet 98",8,42136
2021,B,P00307342,"Cat Scratcher 65",14,83804
2021,B,P00163442,"Puzzle 75",1,8299
2021,B,P00255742,"Wireless Charger 103",6,49092
2021,B,P00237842,"Violin 39",11,77308
2021,B,P00300042,"Pet Shampoo 44",6,72972
2021,B,P00021142,"Garden Hose 54",10,70590
2021,B,P00330442,"Cat Scratcher 101",14,97062
2021,B,P00270142,"Electric Kettle 29",5,18245
2021,B,P00218342,"Violin 75",23,119991
2021,B,P00053942,"Jumper Cables 14",6,47664
2021,B,P00028042,"Thermometer 2",0,0
2021,B,P00241542,"Fishing Rod 104",11,42273
2021,B,P00249542,"Eye Drops 81",11,87120
2021,B,P00317942,"Bangle 101",13,28782
2021,B,P00328042,"Onions 70",10,22330
2021,B,P00370242,"Capture Card 69",30,106350
2021,B,P00340642,"Moccasins 46",7,13076
2021,B,P00358242,"Garden Gloves 46",11,22198
2021,B,P0096542,"Sunscreen 12",13,75140
2021,B,P0096942,"Biography 38",20,115100
2021,B,P00074142,"Potatoes 105",17,53142
2021,B,P00273442,"Bass Guitar 13",9,12429
2021,B,P00270042,"Kayak 53",9,19026
2021,B,P00255842,"Bracelet 20",18,217890
2021,B,P00223842,"Toy Robot 31",12,41520
2021,B,P00014842,"Plant Marker 17",13,99073
2021,B,P00274342,"Ukulele 34",7,45038
2021,B,P00199442,"Cat Scratcher 11",31,58311
2021,B,P00216342,"Jeans 19",4,32460
2021,B,P00112542,"Shorts 41",34,263364
2021,B,P00208742,"Oboe 32",30,230040
2021,B,P00248942,"Pencil Sharpener 69",17,194293
2021,B,P00304442,"Washing Machine 20",35,400820
2021,B,P00014042,"Non-Fiction 6",14,109704
2021,B,P00133442,"Basketball 56",4,46404
2021,B,P00159842,"Moisturizer 21",16,68016
2021,B,P00019942,"Gamepad 81",12,99468
2021,B,P00313242,"Boots 19",14,86590
2021,B,P00279542,"Webcam 100",25,154025
2021,B,P00180142,"Side Table 87",7,11214
2021,B,P00168342,"Cookbook 37",3,4764
2021,B,P00100742,"Envelope 52",5,42885
2021,B,P00205942,"Ballet Flats 102",12,41172
2021,B,P00222442,"Wardrobe 42",8,41176
2021,B,P00357042,"Hedge Trimmer 103",2,14258
2021,B,P00113042,"Pasta 98",8,49024
2021,B,P00030442,"Jacket 56",14,72982
2021,B,P00315542,"Refrigerator 73",3,5184
2021,B,P00126042,"Belt Buckle 89",6,35172
2021,B,P00086742,"Novel 54",12,85176
2021,B,P00022342,"Vacuum Cleaner 97",13,128245
2021,B,P00116942,"Scissors 44",11,182039
2021,B,P00172142,"Non-Fiction 60",9,70974
2021,B,P00110042,"Oil Filter 1",10,51690
2021,B,P00119342,"Paper Shredder 32",2,38298
2021,B,P00058142,"Concealer 89",7,58030
2021,B,P00142042,"Soccer Ball 18",7,54411
2021,B,P00071242,"Bar Stool 49",24,273456
2021,B,P00050442,"Laptop 19",14,213262
2021,B,P0097342,"Allergy Medicine 47",8,61904
2021,B,P00165442,"Ballet Flats 84",13,153998
2021,B,P00158742,"Locket 50",8,57064
2021,B,P0096442,"Vacuum Cleaner 7",22,45452
2021,B,P00176742,"Conditioner 8",4,39388
2021,B,P00344442,"Wheelbarrow 83",13,114569
2021,B,P00083342,"Bird Cage 58",8,69720
2021,B,P00285842,"Controller 91",9,17649
2021,B,P00164942,"Jacket 38",11,90662
2021,B,P00022942,"Cookbook 91",15,51660
2021,B,P00259142,"Dog Toys 60",6,21252
2021,B,P00343942,"Anthology 52",12,199872
2021,B,P00111742,"Pet Bed 20",12,105000
2021,B,P00084842,"Hamster Wheel 106",5,40660
2021,B,P00012142,"Iron 107",6,32640
2021,B,P00104942,"Jump Rope 82",14,97356
2021,B,P00275642,"Dining Table 37",5,20830
2021,B,P00035842,"Bubble Wand 53",16,31920
2021,B,P00109842,"Armchair 12",11,25476
2021,B,P00024042,"Desk Organizer 82",10,88740
2021,B,P00216042,"Bandages 96",15,26145
2021,B,P00177542,"Laptop 55",13,151268
2021,B,P00328742,"Romance 62",3,46629
2021,B,P00079642,"Perfume 56",11,67353
2021,B,P00065442,"Power Supply 89",3,24075
2021,B,P00058242,"Shovel 6",2,21370
2021,B,P00330342,"Bubble Wand 35",1,5278
2021,B,P00124342,"Tablet 20",5,37830
2021,B,P00233942,"Iron 17",10,81200
2021,B,P00078442,"Game Disc 2",8,47416
2021,B,P00302142,"Piano 73",7,37499
2021,B,P00172842,"Oboe 50",11,90024
2021,B,P00175242,"Body Scrub 50",11,145046
2021,B,P00177742,"Coat 63",7,42714
2021,B,P00266942,"Bread 1",8,17704
2021,B,P00294242,"Dumbbells 22",9,19125
2021,B,P00261542,"Historical Fiction 82",2,25132
2021,B,P00183442,"Hand Cream 49",9,71964
2021,B,P00368142,"Travel Guide 103",11,108108
2021,B,P00265742,"Bagpipes 47",9,47178
2021,B,P00298542,"Pet Carrier 81",7,61754
2021,B,P00248142,"Watch 58",19,69141
2021,B,P00279342,"Microwave 18",11,58454
2021,B,P00267542,"Watering Can 97",33,252384
2021,B,P00217742,"Garden Fork 30",8,29048
2021,B,P00163342,"Bananas 4",3,49368
2021,B,P00116842,"Face Wash 81",22,220638
2021,B,P00278042,"Biography 2",18,210762
2021,B,P00348742,"Accordion 100",8,131032
2021,B,P00061142,"Smartphone 0",17,105179
2021,B,P00015942,"Milk 36",16,199056
2021,B,P00346542,"Tank Top 28",14,130396
2021,B,P00188742,"Blood Pressure Monitor 95",6,46860
2021,B,P00346942,"Action Camera 69",9,73287
2021,B,P00212542,"Yogurt 101",0,0
2021,B,P00007042,"Slow Cooker 31",2,23942
2021,B,P00240242,"Ballet Flats 66",24,195120
2021,B,P00194542,"Science Fiction 3",6,47598
2021,B,P00244642,"Bed 2",9,40473
2021,B,P00090542,"Perfume 2",3,49494
2021,B,P00274142,"Oil Filter 37",6,71394
2021,B,P00266642,"Apples 3",0,0
2021,B,P00182142,"Paper Shredder 68",2,24232
2021,B,P00270542,"Building Blocks 79",16,186352
2021,B,P00087042,"Wireless Charger 49",10,191310
2021,B,P00121642,"Cat Litter 73",19,69122
2021,B,P00007342,"Car Wax 4",9,52596
2021,B,P00191642,"Hair Straightener 15",8,87504
2021,B,P00006142,"Garden Gloves 82",13,28548
2021,B,P00102842,"Piano 1",0,0
2021,B,P00248442,"Air Conditioner 24",5,53350
2021,B,P00257542,"Flute 4",13,90636
2021,B,P00350442,"Banjo 12",0,0
2021,B,P00119542,"Milk 72",10,22090
2021,B,P00025442,"Toy Train 8",47,560052
2021,B,P00080342,"Drum Set 92",20,239720
2021,B,P00127642,"Speaker 8",16,253760
2021,B,P00338542,"Pain Reliever 26",9,137016
2021,B,P00246142,"Slippers 97",14,221228
2021,B,P00317642,"Portable Hard Drive 106",4,78236
2021,B,P00339542,"Headset 93",9,103437
2021,B,P00112442,"Deck Shoes 32",3,25587
2021,B,P00117242,"Heels 40",14,84938
2021,B,P00212942,"Bird Cage 76",9,48978
2021,B,P00356742,"Gaming Chair 58",1,3669
2021,B,P00129442,"Printer 56",5,34365
2021,B,P00086642,"Desk Lamp 57",3,29643
2021,B,P00046842,"Pain Reliever 44",13,76375
2021,B,P00358142,"Dog Toys 6",10,21370
2021,B,P00298442,"Notebook 18",11,91674
2021,B,P00303542,"Steering Wheel Cover 101",6,10470
2021,B,P00228442,"Pet Carrier 99",12,136668
2021,B,P00326242,"Plant Marker 71",12,77364
2021,B,P00124742,"Headphones 21",10,192340
2021,B,P00336942,"Building Blocks 43",3,20781
2021,B,P00335942,"Aquarium Filter 102",0,0
2021,B,P00314942,"Necklace 90",1,6184
2021,B,P00347042,"Dresser 101",3,11979
2021,B,P00328642,"Dumbbells 4",12,46980
2021,B,P00239342,"Golf Clubs 27",5,29515
2021,B,P00212742,"Rubber Bands 89",6,10518
2021,B,P00108842,"Puzzle 39",12,63144
2021,B,P00195342,"Wardrobe 24",6,22260
2021,B,P00033942,"Nasal Spray 15",13,68159
2021,B,P0099042,"Bookshelf 94",12,106200
2021,B,P00367142,"Gaming Chair 4",3,4494
2021,B,P00233342,"Milk 18",35,134645
2021,B,P00118842,"Steering Wheel Cover 65",20,137700
2021,B,P00034842,"Armchair 48",3,5262
2021,B,P00001142,"Action Figure 0",3,10839
2021,B,P00008842,"T-Shirt 36",0,0
2021,B,P00222142,"Chair 75",7,48251
2021,B,P00059442,"Underwear 15",41,496100
2021,B,P00189842,"Iron 89",10,53620
2021,B,P00051942,"Running Shoes 7",22,76560
2021,B,P00013742,"Binder 6",16,83744
2021,B,P00321742,"Pet Water Fountain 107",19,65208
2021,B,P00133742,"Bird Cage 94",5,17245
2021,B,P00241742,"Game Disc 56",12,83244
2021,B,P00214142,"Treadmill 23",9,54315
2021,B,P00191442,"Hole Punch 103",8,60952
2021,B,P00304842,"Bandages 24",13,103311
2021,B,P00108442,"Face Mask 29",0,0
2021,B,P00148342,"Hair Straightener 51",12,82404
2021,B,P00260042,"Underwear 33",12,64236
2021,B,P00178942,"Bubble Wand 17",11,57508
2021,B,P00304242,"Hair Pin 103",10,115350
2021,B,P00173942,"Blush 88",10,118140
2021,B,P00031142,"Yoga Mat 75",6,97230
2021,B,P00251842,"Hockey Stick 30",13,103181
2021,B,P00035742,"Milk 90",9,26568
2021,B,P00358442,"Potatoes 69",9,103005
2021,B,P00089942,"Car Mats 88",2,11860
2021,B,P00349442,"Bananas 58",8,99552
2021,B,P00221742,"Bicycle 24",3,12288
2021,B,P00062842,"Potatoes 33",28,107604
2021,B,P00084642,"Shorts 77",14,10626
2021,B,P00188442,"Gaming Chair 22",9,15849
2021,B,P00178342,"Cardigan 85",11,65571
2021,B,P00085642,"Swimwear 86",17,92055
2021,B,P00123842,"Pet Nail Clipper 86",7,32410
2021,B,P00188542,"Car Battery 0",3,15741
2021,B,P00081142,"Fantasy 41",23,200169
2021,B,P00088242,"Oven 40",14,168742
2021,B,P00121042,"Coat 99",10,166160
2021,B,P00027142,"Headset 3",9,53874
2021,B,P00116742,"Bluetooth Speaker 28",13,38272
2021,B,P00289642,"Microwave 36",9,72513
2021,B,P00227742,"Dog Food 54",32,62176
2021,B,P00127542,"Pendant 78",16,61376
2021,B,P00010842,"Cough Syrup 7",19,114247
2021,B,P00323942,"Car Vacuum 103",31,180513
2021,B,P00101142,"Moccasins 28",4,31568
2021,B,P00203142,"Pet Shampoo 62",10,166980
2021,B,P00129642,"Jacket 2",25,47925
2021,B,P00178642,"Hand Cream 31",17,61183
2021,B,P00288442,"Brake Pads 43",6,20562
2021,B,P00274042,"Lawn Mower 3",4,46156
2021,B,P00091842,"Pajamas 47",14,109270
2021,B,P00320442,"Yogurt 11",7,60669
2021,B,P00016042,"Tweezers 53",13,154908
2021,B,P00214242,"Necklace 54",9,68301
2021,B,P00008542,"Tablet 92",6,38454
2021,B,P00352142,"Banjo 102",21,162498
2021,B,P00150942,"Sneakers 18",53,641777
2021,B,P00317442,"Flip-Flops 23",4,61156
2021,B,P00063342,"Microwave 72",16,61264
2021,B,P00042142,"Body Scrub 104",32,366656
2021,B,P00047242,"Dishwasher 44",11,85822
2021,B,P00114542,"Plant Pot 38",11,20097
2021,B,P00156742,"Locket 86",29,51823
2021,B,P00119242,"Dryer 9",5,11590
2021,B,P00193042,"Flute 94",9,64026
2021,B,P00327842,"Chicken 5",11,64691
2021,B,P00005042,"Yo-Yo 34",22,190454
2021,B,P00074442,"Plant Marker 35",11,127809
2021,B,P00214342,"Streaming Device 86",4,8040
2021,B,P00036542,"Jacket 92",5,3810
2021,B,P00181842,"Coffee Maker 10",11,66583
2021,B,P00304742,"Pendant 60",9,53595
2021,B,P00213742,"Highlighter 97",51,313701
2021,B,P00293242,"USB Flash Drive 89",22,132396
2021,B,P00163842,"Steering Wheel Cover 83",6,36840
2021,B,P00028242,"Anklet 79",3,13791
2021,B,P00028542,"Capture Card 105",2,32274
2021,B,P00051442,"Compost Bin 99",36,279756
2021,B,P00100842,"Guitar 72",42,216090
2021,B,P00184442,"Steering Wheel 67",10,38200
2021,B,P00137542,"Body Lotion 61",10,115130
2021,B,P00150342,"Children's Book 15",12,24000
2021,B,P00369742,"Face Mask 83",2,17504
2021,B,P00069042,"Refrigerator 19",0,0
2021,B,P00277942,"Smartphone 18",17,258570
2021,B,P00283942,"Garden Hose 72",5,17530
2021,B,P00207042,"Watch 22",9,48834
2021,B,P00350342,"Eye Cream 46",1,4290
2021,B,P00294542,"Earrings 21",10,41150
2021,B,P00033642,"Toe Ring 33",1,5388
2021,B,P00120042,"Pet Nail Clipper 50",41,337758
2021,B,P00086042,"Streaming Device 104",6,48054
2021,B,P00198142,"Onions 16",18,229428
2021,B,P00057742,"Surfboard 52",65,218465
2021,B,P00101942,"Pet Bed 74",13,78429
2021,B,P00113342,"Desk Lamp 3",22,338866
2021,B,P00334242,"Pendant 96",34,130186
2021,B,P00057942,"Controller 19",2,23224
2021,B,P00057442,"Speaker 98",27,95769
2021,B,P00080042,"Cookbook 73",5,18545
2021,B,P00040042,"Tomatoes 104",0,0
2021,B,P00008742,"Microwave 54",4,20736
2021,B,P00009242,"Clipboard 102",3,24135
2021,B,P00002242,"Coat 9",11,139260
2021,B,P00027442,"Coat 27",12,97464
2021,B,P00324842,"Soil Test Kit 34",5,40545
2021,B,P00046442,"Steering Wheel 85",4,23448
2021,B,P00137142,"Bracelet 56",9,5301
2021,B,P00251242,"Yo-Yo 16",3,6087
2021,B,P00115542,"Mouse 60",20,155640
2021,B,P00093242,"Boots 1",4,31208
2021,B,P00309242,"Apples 21",3,16233
2021,B,P00109942,"Oboe 104",3,23556
2021,B,P00208042,"Graphic Novel 47",6,23340
2021,B,P00216742,"Sprinkler 104",1,5480
2021,B,P00029742,"Cereal 79",25,85875
2021,B,P00240442,"Hair Dryer 5",12,49092
2021,B,P00304642,"Video Game 81",8,53272
2021,B,P00067942,"Antacid 100",7,36715
2021,B,P00361942,"Car Jack 8",10,42290
2021,B,P00083242,"Car Vacuum 85",13,19149
2021,B,P00366942,"Onions 52",5,30090
2021,B,P00111042,"Juice 63",15,249915
2021,B,P00046742,"Hedge Trimmer 31",29,331934
2021,B,P00028842,"Capture Card 15",66,796026
2021,B,P00238442,"Car Mats 70",5,61175
2021,B,P00270242,"Docking Station 52",20,155340
2021,B,P00073842,"Desk Organizer 46",18,142164
2021,B,P00197342,"Dishwasher 8",2,15848
2021,B,P00318142,"Pencil Sharpener 105",14,136528
2021,B,P00015542,"Face Mask 57",6,46854
2021,B,P00184142,"Pendant 42",12,74160
2021,B,P00034742,"Smartphone 72",54,109350
2021,B,P00049642,"Slippers 7",6,59094
2021,B,P00303642,"Gaming Monitor 26",14,82292
2021,B,P00071442,"Tank Top 10",11,183161
2021,B,P00226442,"Face Mask 93",7,12327
2021,B,P00014542,"Cello 61",8,31656
2021,B,P0098542,"Gamepad 45",5,30910
2021,B,P00231142,"Face Mask 47",23,120773
2021,B,P00031542,"Choker 48",12,64152
2021,B,P00258742,"Yogurt 29",20,105780
2021,B,P00053842,"Washing Machine 92",14,20440
2021,B,P00176042,"Bar Stool 31",9,52839
2021,B,P00116142,"Shoe Rack 88",23,223836
2021,B,P00089442,"Accordion 10",32,251552
2021,B,P00128942,"Wardrobe 96",9,108693
2021,B,P00322042,"Kite 101",6,31488
2021,B,P00021742,"Binder 78",22,113058
2021,B,P00136542,"Scarf 34",43,157681
2021,B,P00139942,"Trumpet 23",25,87700
2021,B,P00194442,"Ear Plugs 52",1,5139
2021,B,P00100642,"Tire 21",13,70577
2021,B,P00178442,"Soccer Ball 72",18,93366
2021,B,P00251342,"Pet Bed 38",10,53520
2021,B,P00119742,"Underwear 105",17,119323
2021,B,P00279642,"Vitamins 90",12,101592
2021,B,P00285742,"Guitar 36",2,12390
2021,B,P00329342,"Fish Tank 21",24,41640
2021,B,P00048142,"Scissors 26",9,103212
2021,B,P00042942,"Dining Table 55",22,257356
2021,B,P00241242,"Microwave 0",10,154020
2021,B,P00250542,"Desk 23",23,33442
2021,B,P00370342,"RC Car 10",1,7964
2021,B,P00149142,"Plush Toy 60",8,12280
2021,B,P00100442,"Brooch 59",47,167273
2021,B,P00214642,"Air Freshener 24",6,9150
2021,B,P00279142,"Digestive Enzyme 13",11,182490
2021,B,P00256542,"Toy Car 40",3,37986
2021,B,P00272042,"Basketball 92",9,89640
2021,B,P00057642,"Golf Clubs 63",46,188370
2021,B,P00348542,"Fantasy 95",8,92784
2021,B,P00310242,"Blood Pressure Monitor 41",5,63695
2021,B,P00350542,"Anklet 61",8,48680
2021,B,P00318942,"Tie Clip 99",11,64999
2021,B,P00323742,"Essay Collection 17",0,0
2021,B,P00150142,"Essay Collection 53",12,118656
2021,B,P00062742,"Pet Stroller 105",7,41881
2021,B,P00367042,"Inhaler 104",23,141151
2021,B,P00070042,"Allergy Medicine 29",18,141498
2021,B,P00211942,"Violin 3",0,0
2021,B,P00252842,"Self-Help 61",10,98450
2021,B,P00341342,"Washing Machine 56",16,184208
2021,B,P00117342,"Boxing Gloves 65",7,81851
2021,B,P00039942,"Aquarium Filter 48",15,88305
2021,B,P00044342,"Suit 26",11,65582
2021,B,P00181942,"Seat Cover 102",7,10507
2021,B,P00139742,"Side Table 15",13,52507
2021,B,P00220442,"Bar Stool 85",31,166129
2021,B,P00220342,"Electric Kettle 83",15,29400
2021,B,P00302742,"Wardrobe 78",17,101337
2021,B,P00286842,"Sweater 76",5,43830
2021,B,P00102342,"Car Jack 44",26,54730
2021,B,P00274942,"Aquarium Filter 84",24,98448
2021,B,P00104542,"Boxing Gloves 101",17,132566
2021,B,P00360042,"Jump Rope 46",13,51701
2021,B,P00085542,"File Folder 81",38,262922
2021,B,P00307642,"Router 27",8,13880
2021,B,P00052842,"Ear Plugs 16",28,394604
2021,B,P00057542,"Locket 32",11,116325
2021,B,P00064042,"Bread 73",13,103376
2021,B,P00051642,"Car Wax 40",15,117180
2021,B,P00032842,"Bicycle 78",9,37908
2021,B,P00084442,"Inhaler 68",8,6064
2021,B,P00293342,"Essay Collection 35",1,5831
2021,B,P00359042,"Sneakers 0",8,51448
2021,B,P00303342,"Allergy Medicine 101",34,403206
2021,B,P00088842,"Historical Fiction 100",14,81620
2021,B,P00001242,"Juice 9",12,21360
2021,B,P00159442,"Soccer Ball 90",17,30600
2021,B,P00341242,"Dog Food 0",0,0
2021,B,P00122542,"Blood Pressure Monitor 23",1,1626
2021,B,P00100142,"Choker 84",0,0
2021,B,P00313542,"Bagpipes 29",9,47070
2021,B,P00117442,"Marbles 87",50,183150
2021,B,P00120142,"Oven 94",18,62136
2021,B,P00129742,"Lipstick 72",14,52276
2021,B,P00295342,"Car Mats 16",9,85707
2021,B,P00323642,"Speaker 44",12,71952
2021,B,P00101542,"Printer 2",14,10668
2021,B,P00252442,"Concealer 17",13,75803
2021,B,P00041542,"Tire Pressure Gauge 105",3,23919
2021,B,P00158142,"Dumbbells 94",2,19552
2021,B,P00002142,"Piano 37",21,318549
2021,B,P00247742,"Notebook 54",2,16000
2021,B,P00092642,"Dog Collar 82",2,10464
2021,B,P00051142,"Desk 59",4,23328
2021,B,P00005642,"Washing Machine 2",2,19824
2021,B,P00102242,"Garlic 53",13,75803
2021,B,P00283242,"Rice 78",3,20727
2021,B,P00017742,"Doll 91",5,20670
2021,B,P00309542,"Pet Nail Clipper 14",11,58509
2021,B,P00247642,"Keyboard 95",7,145397
2021,B,P0009942,"Face Mask 21",1,7052
2021,B,P00155742,"T-Shirt 72",2,20150
2021,B,P00250842,"Hair Dryer 77",30,184320
2021,B,P00152442,"Cough Syrup 79",0,0
2021,B,P00234842,"Wheelbarrow 47",10,20070
2021,B,P00211142,"Armchair 102",26,134680
2021,B,P00023642,"Microphone 47",4,31516
2021,B,P00161442,"Ring 1",13,67912
2021,B,P00362642,"Shoe Rack 106",15,119085
2021,B,P00127942,"Trombone 87",14,56854
2021,B,P00261242,"Scarf 52",6,47088
2021,B,P00101042,"Science Fiction 57",10,52330
2021,B,P00227842,"Cat Toys 79",14,138810
2021,B,P0095142,"Yogurt 83",9,60543
2021,B,P00023142,"Wireless Charger 13",9,33417
2021,B,P00159542,"Smartphone 90",17,162605
2021,B,P00127842,"Headset 57",12,137136
2021,B,P00127342,"Travel Guide 49",16,128176
2021,B,P00153742,"Milk 0",31,181908
2021,B,P00117742,"Garden Gloves 100",17,69190
2021,B,P00143342,"Earrings 39",2,8008
2021,B,P00277542,"Rubber Bands 17",27,103626
2021,B,P00324942,"Cheese 28",36,188712
2021,B,P0095742,"Allergy Medicine 11",13,28028
2021,B,P00253142,"Pen 55",4,30736
2021,B,P00133642,"Shoe Rack 70",2,6978
2021,B,P00018642,"Travel Guide 85",0,0
2021,B,P00150042,"Boxing Gloves 83",14,84826
2021,B,P00154742,"Boots 55",5,39725
2021,B,P00161942,"Onions 34",51,273513
2021,B,P00115642,"Cat Scratcher 47",16,93664
2021,B,P00031042,"Notebook 90",13,101569
2021,B,P00267142,"Tie Clip 27",6,35688
2021,B,P00021842,"Violin 93",7,62013
2021,B,P00019142,"Dress 75",21,33264
2021,B,P00182242,"Skateboard 69",5,77725
2021,B,P00050342,"Controller 73",11,38797
2021,B,P0099742,"Pet Shampoo 8",34,180064
2021,B,P00212342,"Refrigerator 55",11,109912
2021,B,P00153642,"Cargo Organizer 53",0,0
2021,B,P00244042,"Garden Rake 95",18,208224
